language,text_size,pattern_size,case_type,run_number,execution_time_seconds
Python,100000,50,average,11,0.11523970903363079
Python,100000,50,average,12,0.11547762498958036
Python,100000,50,average,13,0.11538208305137232
Python,100000,50,average,14,0.11544820800190791
Python,100000,50,average,15,0.11261966702295467
Python,100000,50,average,16,0.11674666701583192
Python,100000,50,average,17,0.1165945419925265
Python,100000,50,average,18,0.11502241698326543
Python,100000,50,average,19,0.11683104099938646
Python,100000,50,average,20,0.1154807080165483
Python,100000,50,average,21,0.11632233404088765
Python,100000,50,average,22,0.11516604200005531
Python,100000,50,average,23,0.11448587500490248
Python,100000,50,average,24,0.11486912501277402
Python,100000,50,average,25,0.11520775000099093
Python,100000,50,worst,1,0.15867050003726035
Python,100000,50,worst,2,0.15788220800459385
Python,100000,50,worst,3,0.15674754203064367
Python,100000,50,worst,4,0.15782675001537427
Python,100000,50,worst,5,0.15622262499528006
Python,100000,50,worst,6,0.15998870803741738
Python,100000,50,worst,7,0.1570814159931615
Python,100000,50,worst,8,0.15667270799167454
Python,100000,50,worst,9,0.15702245896682143
Python,100000,50,worst,10,0.15631816600216553
Python,100000,50,worst,11,0.15812341700075194
Python,100000,50,worst,12,0.1558788749971427
Python,100000,50,worst,13,0.17524129198864102
Python,100000,50,worst,14,0.15756849996978417
Python,100000,50,worst,15,0.1586517909890972
Python,100000,50,worst,16,0.16023804200813174
Python,100000,50,worst,17,0.15622445801272988
Python,100000,50,worst,18,0.15900929202325642
Python,100000,50,worst,19,0.1522408330347389
Python,100000,50,worst,20,0.15696116699837148
Python,100000,50,worst,21,0.15693716699024662
Python,100000,50,worst,22,0.15679829200962558
Python,100000,50,worst,23,0.15667275001760572
Python,100000,50,worst,24,0.15626650000922382
Python,100000,50,worst,25,0.15650987502885982
Python,100000,200,best,1,0.13023370801238343
Python,100000,200,best,2,0.12762845802353695
Python,100000,200,best,3,0.1269452499691397
Python,100000,200,best,4,0.12723958399146795
Python,100000,200,best,5,0.12818445800803602
Python,100000,200,best,6,0.1266344590112567
Python,100000,200,best,7,0.12814962503034621
Python,100000,200,best,8,0.12676958297379315
Python,100000,200,best,9,0.12859787500929087
Python,100000,200,best,10,0.12787895801011473
Python,100000,200,best,11,0.12911604199325666
Python,100000,200,best,12,0.126924458949361
Python,100000,200,best,13,0.12958012497983873
Python,100000,200,best,14,0.12687408301280811
Python,100000,200,best,15,0.1283912499784492
Python,100000,200,best,16,0.1273065410205163
Python,100000,200,best,17,0.1270676669664681
Python,100000,200,best,18,0.1281799590215087
Python,100000,200,best,19,0.12828554201405495
Python,100000,200,best,20,0.12973308301297948
Python,100000,200,best,21,0.12764445797074586
Python,100000,200,best,22,0.12886016600532457
Python,100000,200,best,23,0.1276509159943089
Python,100000,200,best,24,0.12746533303288743
Python,100000,200,best,25,0.12858229101402685
Python,100000,200,average,1,0.127756749978289
Python,100000,200,average,2,0.1299078749725595
Python,100000,200,average,3,0.12699245801195502
Python,100000,200,average,4,0.12714541697641835
Python,100000,200,average,5,0.12424287496833131
Python,100000,200,average,6,0.12767887499649078
Python,100000,200,average,7,0.12676762498449534
Python,100000,200,average,8,0.12641141703352332
Python,100000,200,average,9,0.12724900001194328
Python,100000,200,average,10,0.1273252079845406
Python,100000,200,average,11,0.12941195903113112
Python,100000,200,average,12,0.12817995803197846
Python,100000,200,average,13,0.12739812501240522
Python,100000,200,average,14,0.220137833035551
Python,100000,200,average,15,0.1636477910215035
Python,100000,200,average,16,0.12844200001563877
Python,100000,200,average,17,0.12722387502435595
Python,100000,200,average,18,0.12753570795757696
Python,100000,200,average,19,0.12865149998106062
Python,100000,200,average,20,0.13028770801611245
Python,100000,200,average,21,0.13032541697612032
Python,100000,200,average,22,0.12895283399848267
Python,100000,200,average,23,0.26861670799553394
Python,100000,200,average,24,0.12922512495424598
Python,100000,200,average,25,0.13011858303798363
Python,100000,200,worst,1,0.17597500002011657
Python,100000,200,worst,2,0.17465804202947766
Python,100000,200,worst,3,0.17344062501797453
Python,100000,200,worst,4,0.1734182499931194
Python,100000,200,worst,5,0.17282266699476168
Python,100000,200,worst,6,0.17249466601060703
Python,100000,200,worst,7,0.17278095899382606
Python,100000,200,worst,8,0.1739088339963928
Python,100000,200,worst,9,0.1730331250000745
Python,100000,200,worst,10,0.17297229100950062
Python,100000,200,worst,11,0.17641979199834168
Python,100000,200,worst,12,0.1802556659677066
Python,100000,200,worst,13,0.1778325000195764
Python,100000,200,worst,14,0.18027133296709508
Python,100000,200,worst,15,0.17886462499154732
Python,100000,200,worst,16,0.17446875001769513
Python,100000,200,worst,17,0.17381995799951255
Python,100000,200,worst,18,0.17533991596428677
Python,100000,200,worst,19,0.17495391698321328
Python,100000,200,worst,20,0.1725177500047721
Python,100000,200,worst,21,0.17503499996382743
Python,100000,200,worst,22,0.17468525003641844
Python,100000,200,worst,23,0.27696283301338553
Python,100000,200,worst,24,0.2039757919847034
Python,100000,200,worst,25,0.17560929199680686
Python,500000,10,best,1,0.7773794999811798
Python,500000,10,best,2,0.6520477500162087
Python,500000,10,best,3,0.8342331250314601
Python,500000,10,best,4,0.6413286250317469
Python,500000,10,best,5,0.6576877080369741
Python,500000,10,best,6,0.6503553329966962
Python,500000,10,best,7,0.6373288339818828
Python,500000,10,best,8,0.637644000002183
Python,500000,10,best,9,0.6372559579904191
Python,500000,10,best,10,0.6386635839589871
Python,500000,10,best,11,0.6364645410212688
Python,500000,10,best,12,0.6370063750073314
Python,500000,10,best,13,0.6381300000357442
Python,500000,10,best,14,0.6416959590278566
Python,500000,10,best,15,0.6416155410115607
Python,500000,10,best,16,0.635772832960356
Python,500000,10,best,17,0.6359857079805806
Python,500000,10,best,18,0.6364879159955308
Python,500000,10,best,19,0.6381958749843761
Python,500000,10,best,20,0.6367354160174727
Python,500000,10,best,21,0.6366568329976872
Python,500000,10,best,22,0.6385737499804236
Python,500000,10,best,23,0.6358174160122871
Python,500000,10,best,24,0.6370919159962796
Python,500000,10,best,25,0.6374707920476794
Python,500000,10,average,1,0.6369702909723856
Python,500000,10,average,2,0.6381088749621995
Python,500000,10,average,3,0.636298541969154
Python,500000,10,average,4,0.635228457977064
Python,500000,10,average,5,0.639788749977015
Python,500000,10,average,6,0.6345056249992922
Python,500000,10,average,7,0.6349854169529863
Python,500000,10,average,8,0.6361716249957681
Python,500000,10,average,9,0.6372107079951093
Python,500000,10,average,10,0.6325828750268556
Python,500000,10,average,11,0.6345545829972252
Python,500000,10,average,12,0.6375387909938581
Python,500000,10,average,13,0.6370032500126399
Python,500000,10,average,14,0.636678250040859
Python,500000,10,average,15,0.6358059589983895
Python,500000,10,average,16,0.6344269590335898
Python,500000,10,average,17,0.6371350000263192
Python,500000,10,average,18,0.6380630409694277
Python,500000,10,average,19,0.6380872910376638
Python,500000,10,average,20,0.6335352919995785
Python,500000,10,average,21,0.6347862079855986
Python,500000,10,average,22,0.636004249972757
Python,500000,10,average,23,0.6337736250134185
Python,500000,10,average,24,0.6340004579978995
Python,500000,10,average,25,0.6342351249768399
Python,500000,10,worst,1,0.8846237500547431
Python,500000,10,worst,2,0.8709502090350725
Python,500000,10,worst,3,0.8712897499790415
Python,500000,10,worst,4,0.8705272079678252
Python,500000,10,worst,5,0.8469048750121146
Python,500000,10,worst,6,0.860000625019893
Python,500000,10,worst,7,0.8707465839688666
Python,500000,10,worst,8,0.8701529580284841
Python,500000,10,worst,9,0.863975666987244
Python,500000,10,worst,10,0.8653948329738341
Python,500000,10,worst,11,0.8634915830334648
Python,500000,10,worst,12,0.863992957980372
Python,500000,10,worst,13,0.8608558750129305
Python,500000,10,worst,14,0.8643860410084017
Python,500000,10,worst,15,0.8683804590255022
Python,500000,10,worst,16,0.8742177500389516
Python,500000,10,worst,17,0.8706522920401767
Python,500000,10,worst,18,0.8740418749512173
Python,500000,10,worst,19,0.8726950000273064
Python,500000,10,worst,20,0.8836653330363333
Python,500000,10,worst,21,0.896563874965068
Python,500000,10,worst,22,1.120352333993651
Python,500000,10,worst,23,0.8608945000451058
Python,500000,10,worst,24,0.8655245410045609
Python,500000,10,worst,25,0.870352333993651
Python,500000,50,best,1,0.5794645419809967
Python,500000,50,best,2,0.5799481669673696
Python,500000,50,best,3,0.5792435830226168
Python,500000,50,best,4,0.578418875054922
Python,500000,50,best,5,0.575754290970508
Python,500000,50,best,6,0.5791277919779532
Python,500000,50,best,7,0.5766053340048529
Python,500000,50,best,8,0.5765140829607844
Python,500000,50,best,9,0.5778050830122083
Python,500000,50,best,10,0.5745880419854075
Python,500000,50,best,11,0.5764557080110535
Python,500000,50,best,12,0.5746237090206705
Python,500000,50,best,13,0.5765602920437232
Python,500000,50,best,14,0.5773070839932188
Python,500000,50,best,15,0.577331582957413
Python,500000,50,best,16,0.5750407919986174
Python,500000,50,best,17,0.9612789169768803
Python,500000,50,best,18,0.575938041030895
Python,500000,50,best,19,0.5746360839693807
Python,500000,50,best,20,0.5758442910155281
Python,500000,50,best,21,0.5766610419959761
Python,500000,50,best,22,0.652369457995519
Python,500000,50,best,23,0.6051783330040053
Python,500000,50,best,24,0.5907759580295533
Python,500000,50,best,25,0.5769156670430675
Python,500000,50,average,1,0.5856694169924594
Python,500000,50,average,2,0.5800635409541428
Python,500000,50,average,3,0.5998313750023954
Python,500000,50,average,4,0.5980969999800436
Python,500000,50,average,5,0.5772535419673659
Python,500000,50,average,6,0.5767000840278342
Python,500000,50,average,7,0.5789496249635704
Python,500000,50,average,8,0.5772372080245987
Python,500000,50,average,9,0.5787077919812873
Python,500000,50,average,10,0.5807247499469668
Python,500000,50,average,11,0.5781520839664154
Python,500000,50,average,12,0.5755213749944232
Python,500000,50,average,13,0.5809592920122668
Python,500000,50,average,14,0.5875216249842197
Python,500000,50,average,15,0.5683911250089295
Python,500000,50,average,16,0.5752621249994263
Python,500000,50,average,17,0.5815954169956967
Python,500000,50,average,18,0.5808363750111312
Python,500000,50,average,19,0.8310006249812432
Python,500000,50,average,20,0.6366851250058971
Python,500000,50,average,21,0.9737332920194604
Python,500000,50,average,22,0.5838987909955904
Python,500000,50,average,23,0.5771501670242287
Python,500000,50,average,24,0.5784308750298806
Python,500000,50,average,25,0.5792540000402369
Python,500000,50,worst,1,0.8311348750139587
Python,500000,50,worst,2,0.7946458749938756
Python,500000,50,worst,3,0.907557790982537
Python,500000,50,worst,4,0.8298002919764258
Python,500000,50,worst,5,0.8157691669766791
Python,500000,50,worst,6,0.8025516250054352
Python,500000,50,worst,7,0.7989262079936452
Python,500000,50,worst,8,0.800747291999869
Python,500000,50,worst,9,0.7920941250049509
Python,500000,50,worst,10,0.7993363339919597
Python,500000,50,worst,11,0.7941594579606317
Python,500000,50,worst,12,0.7922951250220649
Python,500000,50,worst,13,0.7931891669868492
Python,500000,50,worst,14,0.7964907079585828
Python,500000,50,worst,15,0.7929865830228664
Python,500000,50,worst,16,0.8190064170048572
Python,500000,50,worst,17,0.8250766670098528
Python,500000,50,worst,18,0.790933792013675
Python,500000,50,worst,19,0.7867272499715909
Python,500000,50,worst,20,0.7857905839919113
Python,500000,50,worst,21,0.7968385420390405
Python,500000,50,worst,22,0.7952416660264134
Python,500000,50,worst,23,0.7959166659857146
Python,500000,50,worst,24,0.7941919580334798
Python,500000,50,worst,25,0.7947249170392752
Python,500000,200,best,1,0.6400796660454944
Python,500000,200,best,2,0.63780508300988
Python,500000,200,best,3,0.6377527500153519
Python,500000,200,best,4,0.6382268330198713
Python,500000,200,best,5,0.6405689590028487
Python,500000,200,best,6,0.6361184159759432
Python,500000,200,best,7,0.6370995830511674
Python,500000,200,best,8,0.6475281669991091
Python,500000,200,best,9,0.6411018749931827
Python,500000,200,best,10,0.6250877089914866
Python,500000,200,best,11,0.6333567500114441
Python,500000,200,best,12,0.6336183749954216
Python,500000,200,best,13,0.9720792500302196
Python,500000,200,best,14,0.6629121250007302
Python,500000,200,best,15,0.6466573749785312
Python,500000,200,best,16,0.6484429169795476
Python,500000,200,best,17,0.6507993750274181
Python,500000,200,best,18,0.6506478330120444
Python,500000,200,best,19,0.6528324999962933
Python,500000,200,best,20,0.6451339999912307
Python,500000,200,best,21,0.6458887089975178
Python,500000,200,best,22,0.6346324170008302
Python,500000,200,best,23,0.8343173330067657
Python,500000,200,best,24,0.6375569169758819
Python,500000,200,best,25,0.635821792006027
Python,500000,200,average,1,0.6317422920255922
Python,500000,200,average,2,0.7907435839879327
Python,500000,200,average,3,0.6400316249928437
Python,500000,200,average,4,0.6328330829855986
Python,500000,200,average,5,0.6421814170316793
Python,500000,200,average,6,0.6354967089719139
Python,500000,200,average,7,0.6388378749834374
Python,500000,200,average,8,0.6420102089759894
Python,500000,200,average,9,0.6366908340132795
Python,500000,200,average,10,0.6364260829868726
Python,500000,200,average,11,0.6416622910182923
Python,500000,200,average,12,0.6350124999880791
Python,500000,200,average,13,0.6353433330077678
Python,500000,200,average,14,0.6376704159774818
Python,500000,200,average,15,0.6390339999925345
Python,500000,200,average,16,0.634075167006813
Python,500000,200,average,17,0.6353275420260616
Python,500000,200,average,18,0.7121294169919565
Python,500000,200,average,19,0.6376351250219159
Python,500000,200,average,20,0.6357147499802522
Python,500000,200,average,21,0.6318996669724584
Python,500000,200,average,22,0.628189375041984
Python,500000,200,average,23,0.6725884589832276
Python,500000,200,average,24,0.6609334170352668
Python,500000,200,average,25,0.6652645000140183
Python,500000,200,worst,1,0.8798817080096342
Python,500000,200,worst,2,0.8729339999845251
Python,500000,200,worst,3,0.8803286249749362
Python,500000,200,worst,4,0.8774473749799654
Python,500000,200,worst,5,0.8768325000419281
Python,500000,200,worst,6,0.8784119169577025
Python,500000,200,worst,7,0.8754192090127617
Python,500000,200,worst,8,0.8760967089910991
Python,500000,200,worst,9,0.8757475829916075
Python,500000,200,worst,10,0.8872500829747878
Python,500000,200,worst,11,0.8783461249549873
Python,500000,200,worst,12,0.8731523330206983
Python,500000,200,worst,13,0.8807430000160821
Python,500000,200,worst,14,0.881298833002802
Python,500000,200,worst,15,0.8798976250109263
Python,500000,200,worst,16,0.8827659169910476
Python,500000,200,worst,17,0.8814640000346117
Python,500000,200,worst,18,0.8776528330054134
Python,500000,200,worst,19,0.881250332982745
Python,500000,200,worst,20,0.881842750008218
Python,500000,200,worst,21,0.8794911250006407
Python,500000,200,worst,22,0.8852542910026386
Python,500000,200,worst,23,0.883039667038247
Python,500000,200,worst,24,0.8799298330559395
Python,500000,200,worst,25,0.8726018750458024
